,provinceName,cityName,confirmed,cured,dead,suspected,longitude,latitude
250,陕西省,汉中,19,0,0,0,107.02943020926463,33.073799907833795
251,陕西省,安康,19,1,0,0,109.03560108265746,32.69051277057377
252,陕西省,咸阳,15,0,0,0,108.71542245143303,34.335476293368586
253,陕西省,宝鸡,10,0,0,0,107.2445753670404,34.36891564286998
254,陕西省,渭南,9,0,0,0,109.51658960525897,34.50571551675255
255,陕西省,铜川,7,0,0,0,108.95240424835922,34.902637080502906
256,陕西省,延安,7,0,0,0,109.49658191612687,36.59111103521779
257,陕西省,商洛,6,0,0,0,109.92441788136406,33.87863385220776
258,陕西省,榆林,1,0,0,0,109.74161603381395,38.290883835484046
259,陕西省,杨凌示范区,1,0,0,0,108.07953300126857,34.24594301181561
260,陕西省,韩城,1,0,0,0,110.44955264011737,35.482086787313165
261,广西壮族自治区,北海,29,2,0,0,109.126533212566,21.48683649576942
262,广西壮族自治区,南宁,28,0,0,0,108.37345082581861,22.822606601187154
263,广西壮族自治区,桂林,26,5,0,0,110.20354537457943,25.242885724872647
264,广西壮族自治区,柳州,17,3,0,0,109.43442194634564,24.331961386852413
265,广西壮族自治区,防城港,13,1,0,0,108.360418838298,21.6930052899694
266,广西壮族自治区,河池,9,0,0,0,108.09149994498661,24.698911731272894
267,广西壮族自治区,玉林,8,1,0,0,110.1884531233724,22.659830509953142
268,广西壮族自治区,梧州,5,2,0,0,111.28551681182014,23.48274528113516
269,广西壮族自治区,贵港,5,0,0,0,109.60552031033306,23.117448382037534
270,广西壮族自治区,钦州,4,0,0,0,108.66058016842224,21.986593539484296
271,广西壮族自治区,贺州,4,0,0,0,111.57352631416218,24.409450902865487
272,广西壮族自治区,百色,2,0,0,0,106.62458932565383,23.908185934295958
273,河北省,石家庄,21,1,0,0,114.52153190157445,38.0483119268727
274,河北省,沧州,20,0,1,0,116.84558075595014,38.310215141107044
275,河北省,保定,17,4,0,0,115.47146383768579,38.87998776845534
276,河北省,邢台,16,0,0,0,114.51146225612979,37.07668595096609
277,河北省,邯郸,14,0,0,0,114.5456282282352,36.631262731204046
278,河北省,廊坊,13,1,0,0,116.69058173342549,39.54336666275853
279,河北省,唐山,12,0,0,0,118.18645947203979,39.63658372414733
280,河北省,张家口,10,0,0,0,114.89257223145165,40.7732372026915
281,河北省,衡水,5,0,0,0,115.6754061376161,37.745191408077424
282,河北省,承德,4,0,0,0,117.96939750996681,40.95785601233803
283,河北省,秦皇岛,3,0,0,0,119.60853063334328,39.941748102377936
284,云南省,昆明,35,0,0,0,102.85244836500482,24.873998150044006
285,云南省,西双版纳,15,1,0,0,100.80344682455637,22.013601254764165
286,云南省,玉溪,12,1,0,0,102.55356029311,24.35771094244625
287,云南省,曲靖,10,1,0,0,103.80243482794681,25.496406931543667
288,云南省,昭通,10,0,0,0,103.72351177196889,27.34408386024681
289,云南省,保山,8,0,0,0,99.17727328581788,25.139038793265964
290,云南省,丽江,7,0,0,0,100.23246452903453,26.860657438064884
291,云南省,大理,7,1,0,0,100.27458284048366,25.6121284181925
292,云南省,红河州,5,1,0,0,103.38154905257933,23.36999624760546
293,云南省,德宏州,5,0,0,0,98.59135935611411,24.438010702758117
294,云南省,普洱,4,0,0,0,100.97256981472799,22.830979186010275
295,云南省,楚雄州,4,0,0,0,101.53441248050268,25.051773565340376
296,云南省,临沧,1,0,0,0,100.09544042014869,23.89046855627851
297,云南省,文山州,1,0,0,0,104.22256899109433,23.40599429361173
298,海南省,三亚,22,5,0,0,109.51855670139908,18.258736291747855
299,海南省,海口,16,0,0,0,110.32552547126409,20.04404943925674
300,海南省,万宁,11,0,0,0,110.39943436554806,18.800106988303387
301,海南省,儋州,10,0,0,0,109.58745583568611,19.527146110044196
302,海南省,琼海市,6,0,0,0,110.4805445259504,19.26425401991763
303,海南省,临高县,5,0,0,0,109.69744301483321,19.919474770278047
304,海南省,澄迈县,4,0,1,0,110.01351091010905,19.74434867164637
305,海南省,陵水县,4,0,0,0,110.04446409254778,18.512331595698807
306,海南省,昌江,3,0,0,0,109.06246408734343,19.303997876684264
307,海南省,定安,3,0,0,0,110.36553348340986,19.687119947910173
308,海南省,保亭县,2,0,0,0,109.70348151429985,18.646909955375843
309,海南省,东方市,2,0,0,0,108.65856652679174,19.10110473128863
310,海南省,文昌,1,0,0,0,110.80450870631743,19.549062083120717
311,海南省,乐东,1,0,0,0,109.18050798894576,18.755871493854865
312,海南省,琼中县,1,0,0,0,109.84451062847003,19.039163789180616
313,辽宁省,沈阳,22,1,0,0,123.47109664482264,41.68383006919066
314,辽宁省,大连,14,4,0,0,121.62163148459285,38.9189536667856
315,辽宁省,盘锦,8,0,0,0,122.07749009021381,41.12587528873715
316,辽宁省,丹东,7,0,0,0,124.36154728159079,40.00640870559368
317,辽宁省,锦州,7,0,0,0,121.13259630055518,41.10093149946208
318,辽宁省,阜新,7,0,0,0,121.67640799865809,42.02802190131842
319,辽宁省,葫芦岛,7,0,0,0,120.8433983399283,40.71736443636189
320,辽宁省,朝阳,6,0,0,0,120.45749949793277,41.57982086475567
321,辽宁省,本溪,3,0,0,0,123.69250712420832,41.49291646055291
322,辽宁省,铁岭,3,0,0,0,123.73236520917769,42.22994799718447
323,辽宁省,辽阳,2,0,0,0,123.24336640651318,41.27416129045421
324,辽宁省,鞍山,1,0,0,0,123.00137251399407,41.11505359694933
325,辽宁省,营口,1,0,0,0,122.24157466449694,40.67313683826707
326,山西省,晋中,21,2,0,0,112.75959475565928,37.69283940975972
327,山西省,运城,17,1,0,0,111.01338945447925,35.03270691290923
328,山西省,太原,9,1,0,0,112.55639149167204,37.87698902884778
329,山西省,大同,9,0,0,0,113.30643625858623,40.0824687161612
330,山西省,晋城,7,0,0,0,112.85857823132879,35.49628458647257
331,山西省,吕梁,5,1,0,0,111.15044967529185,37.524497749577115
332,山西省,朔州,4,0,0,0,112.4393709396677,39.337108370541735
333,山西省,长治,3,0,0,0,113.12255886984902,36.2012683721548
334,山西省,忻州,3,0,0,0,112.74062416023847,38.42238338517772
335,山西省,阳泉,2,0,0,0,113.58761666287546,37.862360847859385
336,山西省,临汾,1,0,0,0,111.52553022403073,36.093741895419726
337,天津市,宝坻区,15,0,1,0,117.31660069247685,39.723194482933174
338,天津市,河北区,10,0,0,0,117.20359278135501,39.15348514470478
339,天津市,河东区,10,1,0,0,117.25841295306803,39.134487325955114
340,天津市,和平区,6,0,0,0,121.15073203145575,24.279556886660618
341,天津市,外地来津,6,0,0,0,90.9367326402456,29.04970447231616
342,天津市,河西区,4,0,0,0,117.2294162800198,39.115718082215515
343,天津市,宁河区,4,0,0,0,117.83239334341803,39.33695643122726
344,天津市,南开区,3,0,0,0,117.15651537432414,39.14410527976771
345,天津市,东丽区,3,0,0,0,117.32056850791443,39.09233234281453
346,天津市,西青区,3,0,0,0,117.01441017993696,39.14872660896657
347,天津市,红桥区,2,1,0,0,117.15751788327329,39.17328564656417
348,天津市,滨海新区,2,0,0,0,117.71739882966088,39.00941577364663
349,天津市,津南区,1,0,0,0,117.36338677903083,38.94414856811469
350,贵州省,贵阳,12,1,0,0,106.63657676352776,26.653324822309752
351,贵州省,毕节,11,0,0,0,105.2985887950112,27.29021508342595
352,贵州省,六盘水,9,0,1,0,104.8375546023468,26.598833108257494
353,贵州省,遵义,9,0,0,0,106.93342774801829,27.731700878916666
354,贵州省,铜仁,6,2,0,0,109.19643889817665,27.73778645640524
355,贵州省,黔南州,6,3,0,0,107.5284027057371,26.260616196073833
356,贵州省,黔东南州,5,0,0,0,107.9894462407788,26.58970296982603
357,贵州省,安顺,3,0,0,0,105.95441712388904,26.25925237871499
358,贵州省,黔西南州,3,0,0,0,104.91249214626991,25.09396734941651
359,甘肃省,兰州,27,2,0,0,103.84052119633628,36.067234693545565
360,甘肃省,天水,10,0,0,0,105.73141674566955,34.58741188165064
361,甘肃省,陇南,4,0,0,0,104.92857497071192,33.40662022995126
362,甘肃省,临夏,3,0,0,0,103.21639056529743,35.60756218350311
363,甘肃省,张掖,2,0,0,0,100.45641147405634,38.932066007004934
364,甘肃省,定西,2,1,0,0,104.63242008306302,35.586832926561875
365,甘肃省,金昌,1,0,0,0,102.19460568669837,38.52582009209263
366,甘肃省,白银,1,0,0,0,104.1444508283435,36.55082533041454
367,甘肃省,平凉,1,0,0,0,106.67144234827796,35.549232050463516
368,甘肃省,庆阳,1,0,0,0,107.6493856959542,35.71521598356201
369,甘肃省,甘南州,1,0,0,0,102.91758468825803,34.98913990996821
370,甘肃省,未明确地区,4,1,0,0,,
371,吉林省,长春,28,1,0,0,125.3306020759069,43.82195350104314
372,吉林省,四平,8,0,0,0,124.35648155715893,43.171993571561
373,吉林省,吉林,5,1,0,0,126.55563450495482,43.84356783457924
374,吉林省,公主岭,4,0,0,0,124.82944866070906,43.510832663153074
375,吉林省,辽源,3,0,0,0,125.15042516688747,42.89405500574631
376,吉林省,延边州,3,0,0,0,129.4773763202274,42.91574303372181
377,吉林省,松原,2,0,0,0,124.83148187569292,45.14740419341382
378,吉林省,通化,1,0,0,0,125.94660627598029,41.733815801613424
379,内蒙古自治区,鄂尔多斯,11,2,0,0,109.78744317923602,39.61448231394889
380,内蒙古自治区,包头,7,0,0,0,109.84654350721243,40.66292878826139
381,内蒙古自治区,呼和浩特,5,0,0,0,111.75550856170946,40.84842299711348
382,内蒙古自治区,巴彦淖尔,4,0,0,0,107.39439808372491,40.7493594895728
383,内蒙古自治区,赤峰,3,0,0,0,118.8955203975195,42.2616861034116
384,内蒙古自治区,呼伦贝尔,3,1,0,0,119.77237049946636,49.21844647556481
385,内蒙古自治区,乌兰察布,3,0,0,0,113.13946767446333,41.00074832767381
386,内蒙古自治区,乌海,2,0,0,0,106.80039104999656,39.6620063648907
387,内蒙古自治区,锡林郭勒盟,2,0,0,0,116.05439144074573,43.93942266533856
388,内蒙古自治区,通辽,1,0,0,0,122.25052178737633,43.657980083916655
389,内蒙古自治区,兴安盟,1,0,0,0,122.04436452582519,46.08846371321896
390,宁夏回族自治区,银川,20,1,0,0,106.23849358740017,38.492460055509596
391,宁夏回族自治区,吴忠,7,0,0,0,106.20537126663626,38.00371291345338
392,宁夏回族自治区,中卫,3,0,0,0,105.20357090088713,37.50570141870293
393,宁夏回族自治区,固原,2,0,0,0,106.24857742607188,36.02161725801098
394,宁夏回族自治区,石嘴山,1,0,0,0,106.3906004255049,38.98968283991508
